ID,ExpertLevel,Complexity,30sInterval,duration_start,Node,AOI_duration,clicked,pupil_diameter,controller_duration_on_aoi,distance_to_aoi,seating_row_aoi,seating_loc_aoi,active_disruption,passive_disruption,duration_time_until_first_fixation
011,1,1,390,400.2574,6B,0.1666999999999916,0,0.3236000987699507,0.0,4.356156139188179,2.0,1.0,0,0,10.257400000000018
011,1,1,390,400.4576,6A,0.2998000000000047,0,0.2714509876588397,0.0,4.07816824529582,2.0,1.0,0,0,10.457600000000014
011,1,1,390,400.7574,9A,0.1666999999999916,0,0.054552598769950666,0.0,5.722846772753069,3.0,1.0,0,0,10.757400000000018
011,1,1,390,401.1238,8B,1.6001999999999723,1,0.35300824543661735,1.0667999999999995,6.057536241581681,3.0,0.0,0,0,11.123800000000017
011,1,1,390,403.7231,5B,0.1999999999999886,0,0.5722377654366174,0.0,4.06884742788339,2.0,0.0,0,0,13.723099999999988
011,1,1,390,403.9895,7A,0.0668000000000006,0,0.36740909876995065,0.0,7.429496965841965,3.0,-1.0,0,0,13.989500000000021
011,1,1,390,404.223,4B,0.0994000000000028,0,0.207319932103284,0.0,5.519797308293886,2.0,-1.0,0,0,14.223000000000013
011,1,1,390,404.4891,1B,0.1336999999999761,0,-0.030981026230049336,0.0,4.4494810471489865,1.0,-1.0,0,1,14.489100000000008
011,1,1,390,404.9881,PB,3.244200000000035,0,-0.38873932663687777,0.0,2.487015496183572,0.0,0.0,0,0,14.988099999999974
011,1,1,390,408.8021,1A,0.0857000000000312,0,-0.1269440678967159,0.0,3.971094252574621,1.0,-1.0,0,0,18.802099999999996
011,1,1,390,408.9214,4B,0.0996000000000094,0,-0.09862390123004938,0.0,4.653770775093171,2.0,-1.0,0,0,18.921400000000006
011,1,1,390,409.021,7A,0.0670000000000072,0,-0.16462315123004934,0.0,6.656691909266778,3.0,-1.0,0,0,19.021000000000015
011,1,1,390,409.1872,5A,0.1668999999999982,0,0.07821139876995069,0.0,4.051337209041259,2.0,0.0,0,0,19.18720000000002
011,1,1,390,409.5208,7B,0.0994000000000028,0,0.10866372376995065,0.0,6.068501036791442,3.0,-1.0,0,0,19.52080000000001
011,1,1,390,409.9207,5A,0.3327999999999633,0,0.3311532487699507,0.0,3.845772974384059,2.0,0.0,0,0,19.92070000000001
011,1,1,390,410.2865,5B,0.3333999999999832,0,0.39845439876995065,0.0,3.9080130144044816,2.0,0.0,0,0,20.28649999999999
011,1,1,390,410.6199,2B,0.0999000000000478,0,0.4690945987699507,0.0,2.240781774010124,1.0,0.0,0,0,20.619899999999973
011,1,1,390,411.1204,9A,0.1659999999999968,0,0.39285509876995073,0.0,6.256683073282133,3.0,1.0,0,0,21.120400000000018
011,1,1,390,411.2864,6A,0.3331000000000017,0,0.42593554876995066,0.0,4.882682839649679,2.0,1.0,0,0,21.286400000000015
011,1,1,390,412.2197,4A,0.2327999999999974,0,0.052804670198522086,0.0,5.068015058871549,2.0,-1.0,0,0,22.21969999999999
011,1,1,390,413.1379,1A,0.1433000000000106,0,0.06762568210328397,0.0,3.5147368712193967,1.0,-1.0,0,0,23.137900000000002
011,1,1,390,413.6419,1B,0.1986999999999739,0,0.09126276543661738,0.0,2.920409128131974,1.0,-1.0,0,1,23.64190000000002
011,1,1,390,413.8406,4B,0.0668000000000006,0,0.07935312376995066,0.0,4.365492821226184,2.0,-1.0,0,0,23.840599999999995
011,1,1,390,414.6068,7B,0.3666000000000053,0,0.06472000786085977,0.0,6.047415016784802,3.0,-1.0,0,0,24.60680000000002
011,1,1,390,415.0068,7A,0.3333999999999832,0,0.0458367487699507,0.0,6.387671560912834,3.0,-1.0,0,0,25.0068
011,1,1,390,415.3402,4B,0.2665000000000077,0,0.0908164737699507,0.0,4.36016472395228,2.0,-1.0,0,0,25.34019999999998
011,1,1,390,415.6401,5A,0.1332999999999629,0,0.3006345987699507,0.0,4.153921852140739,2.0,0.0,0,0,25.640100000000018
011,1,1,390,415.7734,2A,0.4331999999999993,0,0.04079298338533534,0.0,24.49284284814456,1.0,0.0,0,0,25.77339999999998
011,1,1,390,416.2066,2B,0.2327999999999974,0,0.2407691701985221,0.0,2.4782965465423863,1.0,0.0,0,0,26.20659999999998
011,1,1,390,416.4734,2A,0.4001999999999839,0,0.11114701543661736,0.0,2.393507282561609,1.0,0.0,0,0,26.473400000000026
011,1,1,390,416.9396,5A,0.3665000000000304,0,0.10688346240631429,0.0,4.1351797741881695,2.0,0.0,0,0,26.939599999999984
011,1,1,390,417.3061,5B,0.3333999999999832,0,0.13107754876995067,0.0,4.236525289440209,2.0,0.0,0,0,27.306100000000015
011,1,1,390,417.6395,8B,0.1666999999999916,0,0.11428309876995066,0.0,6.0386594713288435,3.0,0.0,0,0,27.639499999999998
011,1,1,390,417.8733,2B,0.365600000000029,0,0.23042687149722346,0.0,2.504552731047163,1.0,0.0,0,0,27.873299999999972
011,1,1,390,418.5053,6A,0.1662000000000034,0,0.22113739876995067,0.0,5.198875564101535,2.0,1.0,0,0,28.505299999999977
011,1,1,390,418.6715,6B,0.2001999999999952,0,0.2677334321032841,0.0,5.198619235967128,2.0,1.0,0,0,28.67149999999998
011,1,1,390,419.1385,3B,0.2992999999999597,0,0.2818405432143951,0.0,3.9118209588402286,1.0,1.0,0,0,29.138500000000022
